0,2286,[(0.0013156,5723),(0.0024006,5679),(0.0034549,5628),(0.0045463,5419),(0.0077862,5220),(0.0087882,5195),(0.0097788,5115),(0.0107976,5093),(0.0118131,4931),(0.0127654,4915),(0.0137505,4894),(0.0149278,4880),(0.0159734,4770),(0.0201264,4726),(0.0211573,4597),(0.0241316,4470),(0.0251494,4420),(0.0292266,4319),(0.0333488,4277),(0.0364299,4261),(0.0373975,4235),(0.0394206,4153),(0.0414526,4043),(0.0434068,4020),(0.0494424,3820),(0.0554677,3779),(0.057488,3778),(0.0604375,3730),(0.0636028,3677),(0.0655671,3674),(0.0674242,3468),(0.0800834,3360),(0.0829202,3233),(0.091432,3230),(0.0953669,3186),(0.0972292,3171),(0.0982057,3166),(0.101934,3154),(0.104713,3137),(0.105626,3125),(0.114081,3097),(0.11589,3085),(0.119558,3026),(0.121393,3025),(0.122286,2993),(0.123246,2950),(0.124179,2948),(0.125199,2939),(0.127063,2867),(0.127992,2756),(0.138247,2750),(0.147157,2714),(0.152859,2710),(0.154736,2691),(0.155628,2676),(0.164545,2667),(0.167094,2650),(0.190268,2587),(0.342017,2554),(0.420834,2543),(0.460299,2502),(0.466243,2453),(0.762629,2409),(0.836544,2385),(14.0588,2368),(28.7501,2340),(28.7604,2339),(29.0417,2323),(31.3735,2317),(113.927,2286),]
1,2339,[(0.0012459,5982),(0.0022809,5856),(0.0032905,5744),(0.004308,5643),(0.0053682,5537),(0.0063888,5409),(0.0074191,5296),(0.0095631,5110),(0.0115813,4974),(0.0136414,4939),(0.0147437,4757),(0.0178314,4618),(0.0217857,4559),(0.0227307,4480),(0.0275024,4461),(0.0284198,4394),(0.0304543,4319),(0.0315003,4298),(0.0325252,4240),(0.0344383,4161),(0.0355048,4154),(0.0374371,4126),(0.0395053,4082),(0.0415192,3883),(0.0461922,3821),(0.0480753,3814),(0.0508883,3751),(0.0595953,3737),(0.0616638,3706),(0.0647014,3602),(0.0666904,3537),(0.0687196,3504),(0.0756273,3485),(0.0767338,3389),(0.0788035,3378),(0.0808775,3355),(0.0818232,3257),(0.0858424,3198),(0.0888345,3158),(0.102276,3116),(0.106149,3058),(0.110332,3040),(0.113166,3025),(0.114015,3018),(0.120286,2977),(0.122145,2951),(0.132228,2942),(0.135064,2887),(0.157419,2877),(0.163758,2872),(0.165585,2827),(0.186766,2819),(0.191206,2776),(0.193916,2735),(0.204341,2706),(0.667238,2687),(0.873072,2668),(0.878498,2651),(0.879412,2626),(0.880373,2625),(0.885934,2615),(0.888668,2589),(1.04528,2571),(1.04894,2543),(1.38674,2539),(1.94262,2495),(2.13238,2490),(2.40805,2484),(2.52289,2447),(2.52556,2373),(4.43311,2358),(4.4349,2339),]
