0,1843,[(0.0713878,5387),(0.127177,5279),(0.180956,5151),(0.234535,4914),(0.344836,4868),(0.399301,4604),(0.567063,4511),(0.791344,4458),(0.958388,4253),(1.01452,4148),(1.35533,4063),(1.46654,3945),(1.57196,3943),(1.74132,3904),(1.85067,3852),(1.96193,3806),(2.23819,3731),(2.29272,3690),(2.40306,3680),(2.61789,3524),(2.77597,3471),(3.09677,3395),(3.57766,3387),(3.79031,3274),(3.8518,3130),(4.82497,2991),(5.22144,2929),(5.69794,2884),(5.75437,2863),(6.57955,2860),(7.1042,2632),(8.03579,2596),(8.25206,2575),(8.41653,2527),(8.6378,2469),(9.22862,2434),(9.33554,2431),(9.87218,2422),(9.98062,2396),(10.0836,2390),(10.295,2308),(10.3973,2284),(11.2372,2274),(11.3419,2260),(11.4481,2251),(11.658,2190),(12.0734,2189),(12.226,2185),(12.2769,2127),(12.5835,2120),(12.6892,2067),(12.9941,2027),(13.3993,2001),(13.7062,1974),(16.1904,1953),(16.6901,1903),(17.0036,1882),(17.8542,1871),(18.3088,1848),(18.4578,1844),(19.493,1843),]
1,1829,[(0.0618923,5437),(0.114849,5328),(0.16873,5270),(0.221699,5179),(0.327186,4949),(0.433475,4902),(0.491727,4743),(0.548676,4722),(0.60097,4520),(0.655743,4445),(0.983395,4377),(1.03836,4291),(1.09452,4154),(1.31666,3999),(1.37281,3824),(1.71184,3753),(1.88708,3563),(2.58939,3416),(3.35508,3412),(3.62689,3365),(3.83843,3320),(3.89364,3289),(4.1095,3258),(4.27183,3250),(4.64626,3236),(4.70055,3222),(4.75428,3204),(4.86242,3121),(5.02377,3022),(5.3329,2943),(6.22631,2922),(6.27796,2799),(7.22536,2794),(8.00306,2777),(8.15768,2703),(8.68636,2668),(9.58588,2613),(9.94896,2561),(10.3353,2547),(10.8218,2544),(11.0255,2538),(11.3882,2489),(13.0359,2485),(13.3611,2395),(15.7414,2378),(22.3222,2374),(23.4436,2360),(24.0529,2315),(24.3362,2279),(24.3902,2247),(24.6581,2213),(24.9427,2180),(26.3013,2149),(26.5234,2147),(26.7484,2120),(26.9163,2090),(26.9719,2078),(27.0817,2072),(27.3544,2058),(28.0057,2055),(28.1127,2015),(28.7655,1953),(28.8187,1936),(28.9351,1888),(29.0986,1882),(29.2102,1863),(29.2788,1851),(29.7447,1832),(30.0178,1829),]
