
Path cost: 1855
1855,[(0.0102008,5516),(0.0263084,5488),(0.0346244,5459),(0.043325,5160),(0.0757737,4897),(0.0925177,4862),(0.109162,4646),(0.134011,4636),(0.208391,4392),(0.241706,4386),(0.258277,4348),(0.282824,4085),(0.316026,3987),(0.349057,3954),(0.382299,3894),(0.390398,3866),(0.406013,3792),(0.421078,3778),(0.436193,3704),(0.443733,3655),(0.451092,3551),(0.466225,3480),(0.481159,3444),(0.495927,3357),(0.511097,3298),(0.526391,3204),(0.556618,3184),(0.564091,3143),(0.579333,3070),(0.586781,3010),(0.594209,2957),(0.61668,2918),(0.63174,2837),(0.646519,2830),(0.653888,2758),(0.684015,2725),(0.691382,2724),(0.698736,2677),(0.7295,2668),(0.744413,2655),(0.75188,2635),(0.759255,2604),(0.796727,2600),(0.935602,2547),(0.957866,2503),(0.965084,2479),(1.00222,2450),(1.03118,2419),(1.04549,2403),(1.05281,2401),(1.08216,2395),(1.1111,2346),(1.15514,2319),(1.27865,2288),(1.29323,2269),(1.81476,2236),(2.00604,2195),(2.2266,2194),(2.32893,2168),(2.38079,2158),(2.44816,2157),(2.45555,2131),(3.11301,2100),(6.23251,2082),(6.27606,2048),(6.58398,2030),(8.98661,2028),(10.677,2024),(18.8853,2023),(20.1019,2021),(20.2121,1998),(23.0142,1996),(27.667,1992),(32.2743,1990),(33.7462,1987),(34.4382,1953),(34.5507,1952),(39.3366,1949),(55.99,1915),(74.4595,1912),(76.835,1880),(80.0282,1877),(91.714,1858),(98.3324,1855),]Writing to: results/test.txt
0,1946,[(0.0101981,5621),(0.0183425,5425),(0.0264714,5397),(0.0428082,5289),(0.0506487,5240),(0.058137,5236),(0.0658081,5078),(0.0731939,5005),(0.105168,4858),(0.128968,4815),(0.184867,4746),(0.200574,4672),(0.224284,4651),(0.240169,4627),(0.264228,4432),(0.321057,4328),(0.345107,4294),(0.377138,4181),(0.392336,4132),(0.400057,4038),(0.422219,4025),(0.46793,3983),(0.492418,3885),(0.500418,3767),(0.566913,3748),(0.575255,3674),(0.615308,3619),(0.6237,3556),(0.631799,3505),(0.640282,3324),(0.695517,3226),(0.719016,3157),(0.742979,3124),(0.758909,3097),(0.767033,3048),(0.774515,3046),(0.78227,3006),(0.798021,2950),(0.813811,2892),(0.821743,2860),(0.829542,2830),(0.843883,2761),(0.851199,2697),(0.873454,2692),(0.881353,2691),(0.889064,2654),(0.904692,2611),(0.928082,2600),(0.959186,2576),(0.966852,2534),(1.73223,2524),(1.75357,2447),(1.76104,2414),(1.77591,2373),(1.82965,2356),(4.91337,2348),(4.95065,2302),(5.02631,2270),(5.57221,2264),(5.89879,2142),(5.9667,2108),(6.58097,2106),(8.06044,2073),(8.32295,2053),(9.86888,2037),(13.2656,2034),(27.2605,2022),(31.5465,2015),(31.9712,2013),(39.3158,2011),(46.4738,1984),(74.9275,1948),(108.436,1946),]
1,1926,[(0.0103785,5625),(0.0185827,5523),(0.0351188,5278),(0.0503975,5217),(0.0578256,5201),(0.0661445,5035),(0.0735498,4933),(0.0895902,4789),(0.0977256,4611),(0.163342,4466),(0.179862,4412),(0.21184,4320),(0.219864,4177),(0.243588,4015),(0.259378,4001),(0.28316,3990),(0.291121,3926),(0.299062,3918),(0.314858,3905),(0.322601,3892),(0.330296,3736),(0.353884,3673),(0.369806,3588),(0.378336,3490),(0.394529,3439),(0.409758,3425),(0.417585,3387),(0.425369,3329),(0.464452,3253),(0.488027,3242),(0.495773,3166),(0.512557,3080),(0.536437,3054),(0.544377,3031),(0.552177,2915),(0.559943,2901),(0.567607,2890),(0.583089,2833),(0.590799,2819),(0.606253,2792),(0.628827,2738),(0.636667,2705),(0.661062,2685),(0.676364,2642),(0.690889,2641),(0.69795,2628),(0.704913,2605),(0.712054,2589),(0.719371,2554),(0.726717,2534),(0.748639,2533),(0.756262,2525),(0.976179,2514),(0.997806,2460),(1.02872,2458),(1.41964,2424),(1.57894,2385),(1.65376,2380),(1.66128,2373),(1.66891,2343),(1.6992,2329),(1.70685,2301),(1.82479,2234),(1.98395,2188),(2.06116,2175),(2.07601,2172),(2.10669,2147),(2.13191,2134),(4.05943,2115),(5.95499,2109),(8.83691,2070),(8.90056,2068),(9.19474,2052),(10.3402,2051),(12.5745,2040),(12.6035,2014),(18.2922,1999),(20.2193,1996),(26.402,1987),(26.4404,1986),(37.834,1983),(39.4243,1965),(41.5135,1962),(52.2065,1951),(56.3534,1948),(65.9037,1929),(89.836,1926),]
0,1954,[(0.0105445,5643),(0.0192816,5330),(0.0276207,5080),(0.0570679,4921),(0.0979496,4731),(0.140756,4627),(0.166431,4614),(0.191962,4303),(0.314554,3912),(0.378292,3905),(0.386097,3887),(0.402095,3812),(0.441177,3771),(0.456734,3717),(0.47254,3699),(0.480508,3689),(0.496173,3586),(0.527119,3507),(0.535033,3267),(0.589054,3257),(0.596661,3158),(0.619566,3087),(0.627199,3069),(0.642671,3046),(0.665449,2985),(0.681017,2977),(0.688502,2942),(0.71154,2879),(0.733981,2833),(0.74913,2790),(0.771515,2748),(0.778937,2725),(0.786598,2649),(0.816842,2609),(0.824198,2591),(0.846423,2587),(0.861677,2568),(0.869178,2548),(0.876617,2529),(1.15454,2504),(1.17013,2486),(1.31352,2479),(1.33621,2467),(1.5326,2348),(1.66039,2321),(1.73182,2320),(1.91362,2318),(1.98373,2317),(2.01348,2301),(2.044,2296),(2.05142,2257),(2.12635,2199),(2.41726,2173),(2.56709,2165),(2.61204,2141),(3.26991,2116),(4.03075,2109),(4.61659,2084),(6.49012,2076),(6.52984,2074),(8.62488,2060),(9.26038,2059),(11.0929,2040),(11.8991,2029),(14.4141,2008),(26.0804,2007),(30.1538,1954),]
1,1938,[(0.0099152,5547),(0.0184855,5207),(0.0431109,5064),(0.0516001,5038),(0.0932628,4892),(0.101999,4841),(0.109428,4834),(0.140446,4573),(0.172473,4562),(0.235751,4447),(0.291588,4350),(0.315614,4229),(0.323591,4191),(0.355382,4071),(0.363272,3876),(0.514024,3870),(0.521829,3737),(0.569111,3614),(0.584891,3574),(0.60799,3441),(0.623394,3398),(0.646491,3355),(0.662022,3329),(0.669856,3241),(0.685075,3216),(0.692836,3040),(0.723459,2998),(0.746348,2978),(0.761549,2961),(0.768981,2934),(0.776823,2873),(0.784174,2861),(0.80732,2831),(0.814752,2778),(0.822499,2722),(0.845305,2719),(0.852909,2704),(0.860319,2670),(0.875512,2654),(0.883032,2624),(0.898167,2614),(0.91325,2579),(0.928373,2562),(0.943108,2543),(0.950611,2536),(0.958086,2484),(0.988132,2482),(1.12228,2449),(1.16649,2430),(1.19619,2419),(1.29235,2389),(1.33685,2365),(1.39637,2363),(1.5616,2337),(1.94726,2318),(2.0441,2292),(2.44259,2282),(2.457,2260),(2.60672,2230),(2.66816,2221),(2.94938,2219),(3.0125,2214),(3.0595,2212),(3.09966,2195),(3.10746,2193),(4.00335,2173),(5.15447,2134),(5.85306,2102),(6.05047,2058),(6.55053,2042),(6.71988,2000),(6.87437,1993),(7.04851,1966),(48.1127,1959),(48.1497,1957),(97.0452,1938),]
