0,2031,[(0.0124987,5512),(0.0431894,5347),(0.0533455,5267),(0.0637177,5210),(0.0737544,5109),(0.0836974,5009),(0.10327,4934),(0.11304,4897),(0.123089,4804),(0.133087,4680),(0.143126,4639),(0.195937,4606),(0.227564,4515),(0.248562,4456),(0.279773,4319),(0.300859,4127),(0.373834,3870),(0.433789,3797),(0.525926,3727),(0.619118,3696),(0.639856,3545),(0.691609,3519),(0.701627,3499),(0.712129,3494),(0.743046,3473),(0.753599,3470),(0.794907,3320),(0.815712,3177),(1.00272,3074),(1.06498,3038),(1.09686,3016),(1.11705,2961),(1.16865,2942),(1.42991,2877),(1.45082,2817),(1.46159,2534),(1.71652,2437),(2.00692,2412),(2.22344,2369),(2.3878,2367),(2.40841,2351),(2.41867,2340),(2.42911,2267),(2.46884,2255),(2.47868,2252),(2.4982,2249),(2.50808,2232),(2.51773,2197),(2.54743,2188),(2.55728,2167),(2.58722,2145),(2.63753,2142),(2.64715,2137),(2.66647,2059),(2.73189,2031),]
1,1983,[(0.0116236,5478),(0.030319,5425),(0.0399748,5330),(0.0496411,4872),(0.0781349,4645),(0.135652,4525),(0.145559,4412),(0.154958,4362),(0.173688,4259),(0.240608,4206),(0.259836,4198),(0.269543,4034),(0.289543,3971),(0.299177,3914),(0.357781,3893),(0.377522,3744),(0.474626,3577),(0.530948,3454),(0.616325,3413),(0.662269,3306),(0.739404,3300),(0.768134,3279),(0.96126,3199),(1.03063,3143),(1.04015,3079),(1.04977,2988),(1.07839,2961),(1.1449,2950),(1.1738,2932),(1.20366,2904),(1.21399,2838),(1.25187,2801),(1.27038,2747),(1.29972,2736),(1.309,2728),(1.32768,2714),(1.37317,2696),(1.4272,2689),(1.4365,2657),(1.4911,2642),(1.49972,2635),(1.55394,2629),(1.5633,2599),(1.58288,2576),(1.67728,2518),(1.76197,2499),(1.77086,2381),(1.84279,2253),(1.9343,2147),(2.05462,2112),(2.07175,2107),(2.08061,2062),(2.11656,2031),(2.18743,2025),(2.88887,2023),(2.90479,2015),(3.00936,2001),(5.27315,1983),]
