
0,2138,[(0.0547865,5375),(0.13419,5312),(0.174373,5218),(0.215233,5153),(0.257153,5056),(0.299219,5024),(0.465518,5010),(0.506619,4916),(0.54815,4832),(0.590728,4817),(0.755295,4649),(1.0853,4468),(1.41593,4372),(1.49943,4272),(1.54046,4192),(1.62386,4170),(1.74719,4116),(2.39351,3886),(2.48006,3751),(2.72578,3489),(3.37679,3393),(3.53454,3254),(3.57359,3253),(3.6125,3208),(3.65116,3176),(3.68996,3161),(3.72939,3156),(3.7678,3132),(3.80735,3050),(3.84713,2894),(3.88546,2885),(4.04378,2814),(4.08342,2726),(4.12226,2720),(4.16295,2637),(4.20199,2635),(4.28087,2546),(4.47877,2507),(4.59916,2427),(4.67755,2416),(4.71675,2415),(4.75701,2383),(4.79597,2379),(4.98954,2367),(5.02768,2326),(5.10539,2320),(5.18724,2307),(5.38195,2306),(5.49479,2279),(5.68791,2254),(6.49233,2229),(6.87766,2227),(6.91675,2169),(7.06597,2167),(7.18379,2152),(7.77869,2149),(9.05678,2138),]
1,2320,[(0.0508208,5358),(0.135446,5249),(0.175954,5185),(0.255901,4993),(0.29639,4941),(0.377731,4937),(0.461024,4877),(0.543646,4800),(0.589874,4753),(0.713343,4693),(0.836013,4662),(1.00101,4586),(1.08556,4580),(1.20996,4551),(1.25127,4549),(1.50515,4409),(1.62951,4408),(2.00336,4326),(2.17195,4284),(2.33908,4161),(3.00262,4099),(3.08976,4026),(3.21527,3980),(3.26367,3844),(3.42774,3833),(3.51024,3803),(3.55171,3615),(3.63472,3611),(3.67586,3566),(3.79891,3388),(4.08874,3358),(4.17031,3356),(4.25251,3325),(4.33895,3256),(4.37938,3076),(4.46118,2919),(4.77809,2901),(4.90097,2889),(4.93974,2836),(5.01667,2789),(5.13389,2751),(5.17233,2712),(5.24995,2703),(5.44758,2698),(5.52401,2660),(5.56292,2648),(5.60187,2606),(5.67908,2605),(5.75688,2600),(5.79583,2567),(5.83511,2539),(5.91255,2512),(6.0299,2472),(6.06762,2471),(6.1064,2454),(6.22381,2442),(6.26146,2439),(6.29896,2430),(6.33702,2403),(6.42063,2377),(6.60946,2359),(6.68269,2320),]
0,2053,[(0.0500529,5448),(0.130236,5353),(0.170025,5105),(0.333225,5088),(0.374554,4968),(0.457358,4935),(0.497418,4786),(0.663243,4765),(0.703519,4584),(0.90449,4518),(1.07008,4496),(1.15053,4413),(1.19067,4388),(1.31144,4148),(1.59957,4047),(1.92516,4036),(2.21078,4000),(2.25091,3972),(2.74011,3806),(2.98667,3778),(3.31256,3748),(3.35213,3684),(3.47135,3660),(3.51074,3599),(3.59066,3593),(3.70895,3551),(3.78953,3476),(3.82881,3408),(3.98761,3300),(4.02655,3273),(4.1461,3204),(4.30763,3174),(4.34605,3146),(4.38544,3098),(4.46796,3076),(4.54759,3016),(4.5867,2955),(4.62506,2950),(4.6638,2869),(4.70493,2832),(4.74337,2790),(4.82187,2741),(4.94376,2715),(4.98229,2650),(5.02011,2553),(5.13473,2544),(5.21108,2460),(5.3642,2445),(5.40164,2417),(5.51586,2392),(5.59204,2365),(5.63026,2333),(5.71247,2307),(5.75025,2292),(5.78772,2258),(5.82746,2250),(5.86527,2244),(5.90321,2232),(5.94177,2223),(5.9803,2221),(6.01899,2204),(6.05711,2186),(6.09478,2171),(6.16912,2170),(6.20735,2169),(6.28232,2142),(6.32032,2135),(6.35773,2096),(6.39617,2087),(6.43381,2083),(6.54595,2075),(6.69677,2068),(8.19189,2053),]
1,2220,[(0.0522241,5465),(0.0930815,5327),(0.132817,5288),(0.173148,5225),(0.214324,5219),(0.254921,5146),(0.296428,4986),(0.460233,4856),(0.541565,4673),(0.58293,4537),(0.745777,4406),(1.19973,4333),(1.73268,4222),(2.01606,4154),(2.09746,4122),(2.4202,4049),(2.46015,3685),(2.90204,3649),(2.98204,3589),(3.10322,3441),(3.18323,3425),(3.34468,3420),(3.50369,3408),(3.58147,3313),(3.66116,3228),(3.81853,3207),(3.93767,3130),(3.97651,3028),(4.01646,2924),(4.37051,2865),(4.44879,2820),(4.52711,2806),(4.56556,2759),(4.60411,2653),(4.76076,2629),(4.79938,2615),(4.87652,2570),(4.99329,2561),(5.03256,2558),(5.0711,2550),(5.10978,2479),(5.22522,2398),(5.30274,2391),(5.34197,2390),(5.37884,2370),(5.52748,2365),(5.63897,2353),(5.67606,2331),(5.8247,2309),(5.89885,2303),(6.05034,2281),(6.34467,2269),(6.56393,2241),(7.16246,2220),]
