
0,1789,[(0.0127459,5513),(0.0334599,5334),(0.0533389,5172),(0.0728263,5069),(0.0825377,5028),(0.0921141,4907),(0.102158,4901),(0.122575,4778),(0.163747,4706),(0.173793,4529),(0.204913,4504),(0.225732,4391),(0.236494,4211),(0.299822,4119),(0.309928,4095),(0.320665,4001),(0.352814,3973),(0.425749,3697),(0.477569,3442),(0.753736,3393),(0.774999,3249),(0.951577,3216),(0.96219,3203),(0.972234,3133),(1.04113,3122),(1.05132,3105),(1.07082,3029),(1.12056,2997),(1.15029,2900),(1.20942,2865),(1.21925,2834),(1.28949,2781),(1.31106,2719),(1.4114,2623),(1.43104,2603),(1.5814,2599),(1.6121,2553),(1.72476,2502),(1.76588,2457),(1.92599,2418),(2.00434,2392),(2.09458,2391),(2.18251,2329),(2.20204,2311),(2.25071,2287),(2.27053,2225),(2.50958,2187),(2.64556,2178),(2.72535,2132),(2.76658,2128),(2.78784,2123),(2.80754,2121),(2.81974,2108),(2.85758,2073),(2.96954,2056),(3.0281,2028),(3.03745,2022),(3.04704,1963),(3.11451,1930),(3.13421,1923),(3.17271,1885),(3.22106,1871),(3.26937,1857),(16.039,1856),(24.8997,1811),(47.9753,1789),]
1,1836,[(0.0128672,5477),(0.0335793,5387),(0.0636898,5148),(0.0740287,5117),(0.0844092,5008),(0.0940264,4964),(0.103856,4946),(0.114168,4699),(0.134754,4698),(0.144759,4658),(0.155401,4638),(0.166137,4553),(0.197522,4420),(0.240356,4381),(0.250685,4267),(0.261152,4108),(0.311423,4095),(0.331642,4033),(0.384655,3924),(0.426049,3867),(0.43683,3778),(0.520776,3631),(0.574577,3620),(0.60615,3610),(0.617182,3609),(0.627754,3461),(0.669936,3388),(0.745656,3283),(0.777865,3257),(0.788413,3207),(0.842354,3143),(0.875602,3138),(0.886549,3081),(0.97314,3060),(0.983651,2998),(1.00382,2969),(1.10685,2950),(1.11721,2902),(1.13809,2897),(1.1482,2875),(1.23034,2854),(1.23989,2815),(1.26932,2724),(1.30969,2672),(1.39173,2647),(1.4018,2616),(1.43247,2575),(1.49195,2546),(1.51189,2544),(1.52143,2461),(1.61053,2432),(1.62045,2417),(1.6805,2356),(1.81944,2346),(1.87951,2321),(1.89919,2256),(1.95028,2255),(1.9894,2219),(2.24837,2212),(2.38611,2141),(2.45434,2066),(2.50191,2040),(3.10294,2037),(3.27891,2036),(3.54527,1995),(3.56296,1983),(3.68665,1942),(12.117,1931),(15.504,1913),(18.2846,1912),(18.3824,1911),(18.6355,1907),(49.6832,1888),(49.7094,1869),(49.765,1836),]
0,1938,[(0.011696,5553),(0.0318239,5426),(0.0517282,5354),(0.0612404,5160),(0.0709993,5121),(0.0811775,4926),(0.110478,4700),(0.131811,4570),(0.141543,4523),(0.19141,4515),(0.211673,4428),(0.221884,4384),(0.231988,4325),(0.242469,4221),(0.283251,4109),(0.313551,4085),(0.333476,3874),(0.495331,3855),(0.536405,3784),(0.556874,3600),(0.646275,3428),(0.684263,3328),(0.693871,3303),(0.712983,3139),(0.722985,3121),(0.949261,3061),(1.04737,3023),(1.17664,2995),(1.20624,2922),(1.30601,2917),(1.36479,2789),(1.37484,2753),(1.39471,2737),(1.4145,2701),(1.6727,2636),(1.70287,2613),(1.72267,2565),(1.77396,2550),(1.90613,2519),(2.37184,2502),(2.46274,2495),(2.50238,2476),(2.51252,2459),(2.55295,2447),(2.56273,2411),(2.57246,2358),(2.59216,2343),(2.6313,2296),(2.66064,2256),(2.68058,2238),(2.87458,2227),(2.89349,2188),(2.93181,2159),(3.5518,2154),(3.60508,2103),(3.63172,2101),(4.19915,2090),(6.18336,2028),(6.29006,2004),(32.8735,1984),(42.134,1941),(42.1935,1938),]
1,1833,[(0.0121038,5247),(0.0430243,5119),(0.0526839,5003),(0.0716173,4988),(0.0811618,4945),(0.10082,4846),(0.110553,4660),(0.121867,4601),(0.151527,4492),(0.191498,4470),(0.201346,4318),(0.221437,4242),(0.231211,4163),(0.302498,4121),(0.342836,4119),(0.353247,3886),(0.403668,3882),(0.413588,3879),(0.423155,3821),(0.461051,3691),(0.489818,3547),(0.51868,3496),(0.62849,3433),(0.70845,3333),(0.785529,3320),(0.814891,3175),(0.9143,3087),(1.05989,2956),(1.07919,2853),(1.24651,2754),(1.59128,2740),(1.77014,2688),(1.849,2665),(2.07792,2663),(2.09875,2567),(2.50456,2535),(2.60298,2497),(2.76996,2292),(2.9971,2290),(3.06408,2208),(3.21616,2207),(3.29218,2196),(3.33903,2177),(3.37584,2154),(3.404,2131),(3.48374,2112),(3.49228,2091),(3.5617,2090),(3.62366,2018),(4.5169,2016),(5.56419,1972),(7.39678,1927),(9.06533,1905),(14.3152,1901),(20.7332,1900),(36.0978,1833),]
0,1900,[(0.0116993,5398),(0.0309873,5359),(0.0410763,5334),(0.0509925,5243),(0.0606492,4931),(0.0796376,4874),(0.0892337,4822),(0.118312,4611),(0.127788,4564),(0.137702,4534),(0.147508,4471),(0.166881,4431),(0.195776,4295),(0.215581,4163),(0.245504,4157),(0.285297,4141),(0.29525,4029),(0.315587,4002),(0.326422,3977),(0.336437,3929),(0.37643,3857),(0.416829,3831),(0.426976,3795),(0.437163,3726),(0.487201,3612),(0.645226,3550),(0.655229,3489),(0.665392,3417),(0.715942,3363),(0.827133,3335),(0.916153,3323),(0.92631,3215),(1.01653,3195),(1.30702,3185),(1.31695,3055),(1.3266,2955),(1.36569,2855),(1.4347,2825),(1.47419,2768),(1.52265,2733),(1.53239,2720),(1.68709,2645),(1.7623,2629),(1.8198,2619),(1.84888,2576),(1.85871,2567),(1.89718,2533),(2.04915,2493),(2.09699,2469),(2.10655,2372),(2.39932,2349),(2.42751,2326),(2.5595,2289),(2.56883,2269),(2.57851,2267),(2.64418,2266),(2.73877,2259),(2.85199,2257),(2.87066,2247),(2.94657,2243),(2.956,2209),(2.98418,2160),(3.06946,2157),(3.1359,2079),(3.2383,2055),(3.32063,2033),(3.34749,2031),(4.86416,2004),(8.25849,1982),(8.26718,1964),(24.0718,1948),(27.1422,1930),(36.2939,1900),]
1,1862,[(0.0118719,5407),(0.0427084,5076),(0.0832273,5036),(0.0932497,4794),(0.113619,4741),(0.15449,4512),(0.205661,4437),(0.236172,4423),(0.24622,4405),(0.256441,4382),(0.266524,4349),(0.276546,4233),(0.28654,3914),(0.30743,3855),(0.408758,3636),(0.589387,3577),(0.619477,3498),(0.691215,3484),(0.701508,3429),(0.731896,3265),(0.85185,3220),(1.01503,3034),(1.05364,3023),(1.16971,2964),(1.18918,2904),(1.23827,2841),(1.30618,2786),(1.36386,2713),(1.4419,2705),(1.46097,2679),(1.47066,2640),(1.66163,2585),(1.70848,2557),(1.77494,2551),(1.78423,2536),(1.79356,2521),(1.85057,2460),(1.90679,2452),(1.96316,2433),(1.97254,2395),(2.03894,2368),(2.12343,2335),(2.13297,2330),(2.19864,2300),(2.21783,2219),(2.27396,2187),(2.49024,2160),(2.60159,2151),(2.62961,2133),(2.68423,2100),(2.7296,2094),(2.7386,2013),(2.84444,1989),(2.86972,1986),(2.9039,1978),(2.91253,1968),(2.92116,1966),(2.93873,1955),(2.97303,1945),(2.99079,1934),(4.6078,1923),(4.67758,1919),(4.74912,1899),(8.08686,1886),(8.1296,1863),(16.419,1862),]
0,1829,[(0.0161409,5626),(0.0269069,5322),(0.0380419,5164),(0.0652287,4997),(0.0878128,4926),(0.109832,4853),(0.131864,4844),(0.142806,4693),(0.158481,4637),(0.180908,4342),(0.247478,4337),(0.258632,4333),(0.280564,4177),(0.400694,4137),(0.423238,4028),(0.479718,3903),(0.492179,3897),(0.514245,3890),(0.525467,3866),(0.572345,3798),(0.616198,3779),(0.649154,3510),(0.830868,3492),(0.907488,3473),(0.918117,3313),(0.994295,3294),(1.02775,3213),(1.06245,3030),(1.20571,3004),(1.21633,2894),(1.30401,2827),(1.46083,2711),(1.56727,2552),(1.58966,2538),(1.6886,2499),(1.73323,2477),(1.74434,2453),(1.78165,2407),(1.87825,2299),(2.11037,2277),(2.14381,2235),(2.30669,2232),(2.584,2216),(2.61564,2193),(2.63673,2187),(2.64785,2180),(2.66828,2146),(2.68023,2141),(2.75006,2138),(2.75993,2130),(2.77939,2127),(2.79071,2089),(2.81453,2086),(2.86911,2085),(2.89042,2079),(2.9224,2040),(3.0419,1987),(5.50349,1985),(5.60145,1982),(7.08948,1964),(7.43021,1960),(7.53409,1937),(12.2531,1925),(16.317,1906),(17.886,1895),(19.1525,1891),(19.1963,1851),(20.1809,1829),]
1,1855,[(0.0126112,5521),(0.0223105,5359),(0.032646,5306),(0.0526492,5222),(0.0628023,5107),(0.0822273,5071),(0.0917635,5025),(0.101019,4798),(0.139798,4738),(0.149414,4586),(0.159179,4325),(0.208194,4309),(0.257077,4303),(0.266605,4228),(0.27601,4182),(0.335942,3940),(0.37688,3914),(0.427156,3881),(0.494659,3848),(0.51334,3834),(0.523041,3811),(0.542242,3796),(0.551613,3654),(0.561104,3540),(0.599262,3507),(0.618396,3341),(0.685306,3311),(0.704362,3213),(0.732823,3182),(0.771717,3151),(0.780934,3145),(0.799679,2988),(0.913716,2923),(0.941996,2879),(0.970872,2876),(1.01768,2817),(1.06423,2792),(1.12108,2693),(1.18803,2667),(1.22604,2654),(1.27308,2591),(1.30134,2590),(1.32061,2525),(1.36813,2507),(1.38684,2452),(1.46206,2442),(1.51931,2394),(1.52906,2345),(1.55742,2323),(1.74609,2303),(1.80194,2236),(1.86904,2235),(1.8874,2163),(2.55313,2127),(3.16333,2069),(5.53264,2041),(6.6042,2031),(6.64821,2013),(7.25165,1996),(7.76801,1968),(8.99014,1946),(9.13191,1901),(35.1474,1900),(35.7676,1894),(35.7846,1855),]
