
0,2260,[(0.0010627,5911),(0.0018703,5495),(0.0051628,5453),(0.0059951,5310),(0.0084382,5290),(0.0092395,5288),(0.0116662,5147),(0.0125616,4997),(0.0157883,4878),(0.0182343,4858),(0.0190535,4830),(0.0199142,4654),(0.0207076,4638),(0.022414,4588),(0.0239755,4486),(0.0256444,4287),(0.0264683,4254),(0.0282675,4149),(0.029894,4117),(0.0315428,4030),(0.0323506,4013),(0.0331878,3870),(0.0348134,3814),(0.0356072,3781),(0.0364094,3688),(0.0373307,3647),(0.040604,3556),(0.0455726,3475),(0.0480079,3471),(0.0488077,3396),(0.0656921,3355),(0.146364,3340),(0.191184,3313),(0.233421,3295),(0.260616,3266),(0.32056,3264),(0.335078,3213),(0.400359,3211),(0.445282,3193),(0.446125,3108),(0.449367,3090),(0.511958,3087),(0.58112,3075),(0.602442,3044),(0.837893,2989),(0.853863,2956),(0.8618,2941),(0.884064,2914),(0.915098,2913),(0.94785,2909),(1.04083,2901),(1.04861,2899),(1.04938,2889),(1.05667,2757),(1.13047,2755),(1.13995,2673),(1.22681,2671),(1.299,2655),(1.39289,2619),(1.42374,2560),(1.46441,2532),(1.47047,2525),(1.56567,2522),(2.00298,2425),(2.09959,2420),(2.15262,2417),(2.2539,2413),(2.33289,2389),(4.62462,2276),(27.9044,2265),(28.36,2260),]
1,2687,[(0.0010034,5892),(0.0017542,5786),(0.0025619,5764),(0.0033811,5663),(0.0042177,5144),(0.0094549,5117),(0.0109608,5004),(0.0123679,4996),(0.0131011,4873),(0.013833,4737),(0.0152644,4711),(0.0160084,4668),(0.0167352,4531),(0.0210256,4487),(0.0217891,4480),(0.0225264,4463),(0.0243302,4432),(0.0257855,4358),(0.0280048,4341),(0.0302336,4318),(0.0319391,4260),(0.0326877,4228),(0.0334744,4152),(0.0341709,4080),(0.0363296,4022),(0.0378372,4002),(0.0385159,3983),(0.051121,3906),(0.0525976,3869),(0.0557121,3853),(0.0579856,3792),(0.0588016,3776),(0.063508,3720),(0.0688886,3682),(0.0845206,3618),(0.0907134,3575),(0.0922138,3563),(0.095289,3520),(0.171229,3493),(0.172798,3437),(0.173579,3410),(0.196384,3354),(0.270065,3343),(0.313464,3325),(0.33962,3312),(0.355929,3273),(0.390261,3247),(0.427841,3221),(0.443163,3181),(0.524865,3161),(0.554685,3104),(0.575437,3076),(0.624286,3043),(0.813486,3022),(1.10251,3011),(1.12039,2998),(1.3543,2971),(1.37907,2930),(2.73787,2914),(2.8795,2912),(2.9002,2831),(2.99678,2827),(3.11604,2805),(3.11958,2799),(3.1203,2777),(3.57676,2768),(3.66593,2766),(64.2602,2748),(64.8638,2725),(65.0638,2687),]
0,2424,[(0.0010292,5862),(0.0026041,5652),(0.0042377,5321),(0.0050513,5018),(0.0066486,4967),(0.008253,4903),(0.0090254,4815),(0.0099376,4725),(0.0107077,4585),(0.0129599,4487),(0.0137043,4316),(0.0167026,4304),(0.0174695,4078),(0.0181791,4056),(0.0197642,3967),(0.0213231,3889),(0.0236205,3851),(0.024391,3840),(0.0261394,3796),(0.0268702,3682),(0.0283632,3637),(0.0305959,3629),(0.0313564,3577),(0.0328041,3510),(0.0408428,3471),(0.0470231,3400),(0.0602444,3371),(0.0640753,3357),(0.0647816,3328),(0.0724376,3261),(0.0817575,3259),(0.0872312,3222),(0.0890478,3220),(0.186122,3158),(0.203247,3114),(0.21802,3106),(0.236603,3066),(0.255997,3012),(0.269232,2955),(0.300244,2935),(0.488211,2893),(0.504624,2825),(0.513215,2811),(0.570754,2767),(0.791348,2748),(0.97082,2623),(1.11229,2596),(1.24175,2582),(1.29379,2579),(1.34806,2577),(1.39134,2548),(1.55207,2532),(1.84041,2513),(2.43199,2489),(4.12954,2472),(6.01497,2424),]
1,2423,[(0.0010425,5651),(0.0026448,5571),(0.0042021,5248),(0.0064966,4937),(0.0129033,4707),(0.013669,4659),(0.0151555,4536),(0.0159022,4473),(0.0173791,4296),(0.0197883,4290),(0.0220422,4272),(0.0227916,4047),(0.0258037,4033),(0.0265573,4022),(0.0273289,3797),(0.0291576,3754),(0.0306944,3720),(0.0314608,3652),(0.0357872,3620),(0.0448556,3566),(0.0588418,3533),(0.0957211,3519),(0.0993517,3491),(0.115361,3467),(0.11679,3456),(0.120402,3432),(0.155577,3411),(0.164392,3365),(0.222265,3270),(0.290844,3204),(0.296684,3199),(0.323936,3175),(0.354639,3154),(0.49677,3112),(0.529082,3067),(0.921991,3065),(0.939927,3050),(0.947379,3013),(0.972555,2949),(1.09733,2913),(1.12692,2761),(1.27913,2689),(1.35207,2629),(2.52733,2601),(54.7813,2533),(54.9765,2513),(56.2801,2445),(72.7752,2423),]
