0,1972,[(0.0534842,5403),(0.0975834,5383),(0.136632,5141),(0.212089,5072),(0.287587,5024),(0.323627,4786),(0.658073,4722),(0.743973,4626),(0.830769,4556),(0.913229,4395),(1.4444,4281),(1.49588,4160),(2.30485,4082),(2.61692,4081),(2.69255,3997),(3.04605,3941),(3.2019,3858),(3.31934,3828),(3.35816,3659),(3.397,3620),(3.66056,3550),(3.73978,3510),(3.94099,3463),(4.0587,3454),(4.09652,3364),(4.17473,3224),(4.32018,3170),(4.35489,3114),(4.389,3095),(4.56821,3070),(4.71057,3000),(4.78053,2967),(4.81589,2924),(4.86015,2812),(4.99656,2808),(5.03324,2797),(5.0699,2783),(5.10565,2652),(5.44375,2644),(5.47746,2632),(5.51087,2622),(5.57922,2604),(5.61405,2601),(5.64737,2575),(5.71375,2546),(5.81225,2528),(5.87967,2527),(5.91495,2511),(5.98102,2492),(6.01481,2431),(6.08141,2397),(6.21783,2365),(6.51276,2351),(6.74619,2344),(6.81409,2333),(6.8816,2328),(7.19866,2312),(7.30383,2307),(7.54726,2268),(7.64752,2249),(8.11605,2247),(8.15029,2200),(8.58685,2198),(8.75176,2196),(9.66419,2184),(10.4204,2172),(10.704,2170),(11.3775,2165),(11.4101,2109),(11.7415,2101),(11.9719,2041),(12.1643,1990),(13.8324,1986),(40.9804,1983),(57.3535,1972),]
1,1887,[(0.0495236,5520),(0.0856766,5410),(0.124799,5185),(0.160941,4984),(0.269369,4839),(0.445209,4780),(0.553704,4754),(0.696484,4655),(0.768163,4556),(1.03782,4358),(1.29524,4357),(1.36922,4263),(1.5173,4193),(1.66691,4171),(1.79617,4111),(1.83582,4028),(1.98195,4025),(2.01647,3876),(2.15789,3817),(2.29811,3816),(2.333,3813),(2.40416,3710),(2.77433,3624),(2.84501,3557),(2.88304,3408),(3.03754,3394),(3.33804,3348),(3.41141,3317),(3.48475,3256),(3.51972,3158),(3.62335,3092),(3.69319,3082),(3.72849,2990),(3.79831,2915),(3.93308,2899),(3.96693,2758),(4.03652,2712),(4.10473,2710),(4.1394,2668),(4.17336,2610),(4.20722,2604),(4.28081,2574),(4.31567,2511),(4.35046,2414),(4.38572,2362),(4.4564,2298),(4.56039,2268),(4.59459,2251),(4.62869,2201),(4.66229,2192),(4.86976,2179),(4.9351,2129),(5.12218,2114),(5.38208,2103),(5.4465,2055),(5.47894,2040),(5.70694,2029),(6.26773,2025),(6.6071,2001),(7.43699,1997),(8.79203,1994),(9.13216,1990),(9.95221,1922),(12.1037,1887),]
2,1845,[(0.0492814,5393),(0.0856642,5237),(0.226916,5140),(0.263694,5081),(0.305475,4853),(0.416395,4774),(0.449774,4558),(0.767412,4383),(1.00952,4327),(1.11388,4320),(1.14918,4048),(1.68557,4018),(1.7531,3910),(1.85439,3627),(1.92375,3586),(2.32963,3406),(2.39656,3305),(2.46309,3261),(2.77325,3151),(2.80872,3109),(2.87881,3007),(3.05574,2952),(3.09094,2831),(3.12542,2798),(3.19568,2688),(3.36947,2665),(3.40387,2633),(3.43904,2572),(3.50907,2543),(3.64743,2491),(3.68135,2487),(3.7158,2477),(3.75003,2456),(3.78352,2437),(3.81773,2428),(3.88546,2413),(3.95324,2360),(4.11922,2326),(4.24708,2303),(4.27903,2301),(4.34342,2262),(4.51521,2256),(4.61824,2221),(4.75736,2198),(4.82549,2145),(5.38624,2100),(5.52253,2047),(6.37999,2022),(8.79225,1986),(9.43647,1972),(9.59858,1970),(10.1783,1919),(11.6651,1876),(23.3421,1869),(48.5827,1855),(95.2394,1845),]
0,1930,[(0.0472405,5567),(0.0814927,5233),(0.115809,5209),(0.150741,5172),(0.220014,5022),(0.355116,4980),(0.390197,4653),(0.731875,4365),(1.29039,4295),(1.54865,4232),(1.8096,4206),(1.92005,4181),(2.37646,4013),(2.47376,3960),(2.57303,3707),(3.04555,3686),(3.11297,3639),(3.14658,3638),(3.28099,3589),(3.31439,3580),(3.41465,3505),(3.54884,3479),(3.68285,3386),(3.71638,3354),(3.78211,3316),(3.88188,3298),(3.94989,3167),(3.98223,3131),(4.01399,3048),(4.3618,2998),(4.42542,2948),(4.5201,2887),(4.55143,2762),(4.64571,2655),(4.80523,2644),(4.83942,2544),(5.04009,2508),(5.07323,2470),(5.10608,2433),(5.27418,2409),(5.37263,2406),(5.70116,2396),(5.73216,2394),(5.76328,2391),(5.79458,2383),(5.82604,2370),(5.92029,2358),(6.07645,2342),(6.30235,2316),(6.93755,2250),(7.76433,2237),(7.85806,2197),(7.88969,2184),(8.01687,2172),(8.08068,2119),(11.2045,2085),(11.7178,2063),(13.575,1995),(14.1792,1984),(15.2189,1979),(15.4624,1959),(16.6315,1954),(16.8485,1952),(18.0737,1947),(24.9749,1930),]
1,2020,[(0.0482944,5479),(0.120379,5369),(0.155757,5282),(0.191008,5248),(0.226903,5194),(0.262226,4923),(0.297475,4866),(0.36874,4853),(0.510284,4814),(0.545893,4799),(0.616393,4699),(0.652837,4674),(0.760393,4500),(0.860105,4447),(1.31653,4234),(1.75534,4184),(1.88997,4134),(2.43663,4002),(2.54034,3953),(2.81667,3869),(2.98829,3768),(3.22863,3757),(3.29759,3662),(3.40059,3643),(3.47049,3535),(3.60771,3414),(3.64202,3413),(3.67617,3368),(3.77757,3277),(3.81102,3252),(3.84533,3151),(3.94687,3141),(3.98082,3125),(4.01381,3099),(4.04686,3081),(4.07987,2931),(4.14606,2864),(4.21371,2855),(4.447,2816),(4.48011,2803),(4.54549,2793),(4.57837,2759),(4.64357,2743),(4.70895,2714),(4.74168,2712),(4.77402,2684),(4.80681,2673),(4.83954,2633),(4.87213,2613),(5.00432,2598),(5.03627,2555),(5.16655,2539),(5.19845,2519),(5.29471,2459),(5.35884,2428),(5.45709,2411),(5.48966,2380),(5.52196,2363),(5.74894,2335),(6.07116,2318),(6.10269,2309),(6.26172,2292),(6.29288,2277),(6.38567,2266),(6.41601,2260),(6.5068,2249),(6.56877,2243),(6.83051,2242),(6.89509,2218),(6.92808,2184),(8.3341,2131),(8.96261,2089),(11.6298,2061),(25.6026,2047),(28.3208,2030),(43.9318,2020),]
2,1930,[(0.0447343,5497),(0.0788161,5389),(0.112765,5342),(0.146345,5248),(0.180511,5212),(0.214033,5079),(0.248144,5024),(0.282146,4871),(0.315855,4808),(0.350126,4787),(0.485351,4766),(0.621807,4736),(0.65494,4437),(0.687629,4272),(0.969553,4192),(1.07158,4152),(1.10582,4117),(1.54519,4031),(2.23143,4014),(2.29817,3948),(2.50421,3867),(2.64319,3783),(2.78076,3741),(2.91807,3726),(2.95223,3674),(2.98619,3642),(3.08694,3634),(3.15411,3535),(3.22255,3394),(3.32383,3329),(3.42422,3291),(3.52467,3241),(3.65821,3212),(3.7597,3161),(3.82616,3153),(3.89253,3095),(3.99223,3076),(4.05851,3008),(4.09067,2950),(4.2231,2900),(4.35316,2898),(4.38562,2888),(4.41797,2882),(4.45078,2872),(4.4833,2859),(4.51626,2844),(4.54928,2805),(4.58185,2786),(4.61504,2727),(4.77917,2690),(4.84489,2684),(4.87724,2681),(4.91012,2649),(4.97523,2640),(5.00709,2605),(5.03915,2603),(5.13518,2599),(5.16694,2591),(5.23156,2562),(5.26359,2530),(5.70983,2529),(5.83563,2480),(6.02527,2462),(6.09257,2458),(6.18881,2454),(6.2214,2448),(6.38749,2436),(6.45563,2408),(6.49639,2398),(6.52843,2394),(6.72258,2375),(6.75434,2348),(7.00427,2326),(7.1968,2258),(7.29866,2244),(7.59035,2229),(7.68882,2171),(7.72124,2157),(7.98407,2151),(8.24258,2135),(8.40943,2111),(8.47589,2094),(8.61429,2070),(8.9142,2013),(9.76649,2012),(9.96708,2011),(11.2202,1999),(12.3951,1997),(27.9626,1978),(30.5769,1932),(31.9386,1930),]
