0,1979,[(0.0579226,5311),(0.103476,5260),(0.149823,4992),(0.240978,4975),(0.376342,4753),(0.511234,4695),(0.556012,4686),(0.601034,4572),(0.69036,4526),(0.780186,4402),(0.825907,4372),(0.915727,4358),(0.961575,4308),(1.09656,4290),(1.18717,4226),(1.23285,4208),(1.32207,4123),(1.36678,4016),(1.54759,4014),(1.7847,3800),(1.97253,3729),(2.11545,3659),(2.35188,3654),(2.44235,3479),(2.48767,3454),(2.93696,3433),(3.20638,3192),(4.29396,3157),(4.43532,3104),(4.75081,2984),(4.88414,2939),(5.0208,2859),(5.16134,2816),(5.30299,2764),(5.442,2701),(6.25874,2654),(6.39832,2640),(6.48987,2632),(6.77037,2624),(6.8162,2552),(6.90788,2498),(6.99893,2412),(7.36677,2410),(8.06457,2402),(8.24707,2366),(8.38348,2343),(8.4747,2319),(9.06927,2316),(9.25226,2314),(9.29776,2307),(9.43442,2231),(9.99208,2217),(10.0533,2158),(10.2001,2142),(10.2477,2139),(10.386,2115),(11.0177,2081),(11.2353,2036),(11.4496,2026),(11.5794,2015),(11.7099,2010),(11.7537,2001),(11.8845,1979),]
1,1916,[(0.0607998,5358),(0.11197,5298),(0.164832,5144),(0.214529,4954),(0.313834,4901),(0.362985,4899),(0.412193,4786),(0.461787,4627),(0.796442,4579),(0.84617,4448),(0.896669,4401),(0.949341,4371),(1.05263,4331),(1.20476,4160),(1.35304,3933),(1.40357,3911),(1.5052,3863),(1.89501,3788),(2.09419,3744),(2.14707,3738),(2.24558,3718),(2.39223,3655),(2.44045,3642),(2.53885,3567),(2.83013,3527),(2.92543,3457),(3.0703,3418),(3.596,3251),(4.18057,3195),(4.61556,3137),(4.76355,3026),(4.91062,3010),(5.27484,2965),(5.32595,2954),(5.37418,2910),(6.02741,2870),(6.22405,2843),(6.8422,2796),(7.14709,2710),(7.7899,2574),(8.02942,2508),(8.51718,2364),(9.1653,2322),(9.74171,2264),(11.2801,2230),(11.5631,2200),(11.7965,2196),(11.8911,2145),(12.0329,2137),(12.3179,2099),(12.5086,2056),(12.8472,2054),(13.7703,2030),(14.789,2004),(14.9998,1991),(16.101,1956),(16.2555,1951),(16.346,1942),(16.4356,1940),(16.4808,1916),]
2,1923,[(0.055248,5488),(0.101011,5486),(0.147744,5277),(0.194129,5128),(0.239693,5081),(0.331508,4994),(0.37752,4968),(0.423024,4916),(0.468478,4724),(0.652876,4693),(0.744598,4685),(0.790803,4584),(0.837738,4420),(0.883647,4352),(0.9297,4235),(1.15108,4113),(1.23992,3963),(1.329,3881),(1.64981,3816),(2.02915,3790),(2.27038,3768),(2.36839,3642),(2.55126,3579),(2.73427,3525),(2.95904,3469),(3.37833,3401),(3.65768,3372),(3.74927,3338),(3.84074,3308),(3.97155,3238),(4.14786,3237),(4.37871,3200),(4.46643,3075),(4.59662,3003),(4.82718,2959),(5.43388,2905),(5.75494,2873),(6.01507,2837),(6.19894,2757),(6.46806,2750),(6.72739,2730),(7.31052,2662),(7.61752,2631),(7.75126,2487),(7.79484,2401),(7.97165,2335),(8.23809,2169),(9.75993,2096),(10.3273,2077),(11.4363,2075),(11.4811,2047),(11.5242,2039),(11.5678,2026),(11.612,2007),(11.6557,1966),(11.7867,1962),(12.2206,1947),(13.6594,1923),]
0,1855,[(0.0530644,5202),(0.0958099,5099),(0.18505,5079),(0.229772,5068),(0.274389,5029),(0.3194,4905),(0.364468,4595),(0.589936,4372),(0.681567,4315),(0.865657,4244),(0.912133,4094),(1.1424,4073),(1.41957,4048),(1.46595,3965),(1.51191,3946),(1.60255,3907),(1.64907,3809),(1.74074,3735),(1.87891,3498),(2.52633,3421),(2.959,3415),(3.04517,3351),(3.17498,3341),(3.3039,3163),(3.56549,3085),(3.87146,3067),(4.00206,3052),(4.04534,2909),(4.52236,2897),(4.91854,2870),(4.96384,2790),(5.18653,2776),(5.41108,2770),(5.63079,2694),(6.38684,2637),(6.43151,2591),(6.79173,2582),(7.10585,2440),(7.46261,2396),(7.8818,2308),(8.79185,2236),(9.67882,2229),(9.98814,2154),(10.7832,2136),(10.9139,2098),(11.0009,2056),(11.3062,2029),(11.35,2002),(12.0026,1989),(12.0886,1976),(12.2184,1971),(12.4331,1970),(12.7831,1922),(14.9643,1913),(15.2508,1912),(15.4079,1909),(15.6021,1908),(15.6409,1897),(15.7924,1893),(17.0081,1855),]
1,1854,[(0.05536,5497),(0.100133,5380),(0.145335,5224),(0.190411,4755),(0.42277,4730),(0.468683,4563),(0.660639,4550),(0.755166,4527),(0.803253,4434),(0.947422,4372),(0.995814,4272),(1.09144,4229),(1.23371,4207),(1.37623,4130),(1.42359,4029),(1.66229,3989),(1.70978,3859),(1.81044,3750),(2.09931,3734),(2.62723,3718),(2.76321,3651),(2.90099,3491),(3.6802,3248),(3.81769,3222),(4.453,3198),(5.59418,3049),(5.72808,2977),(6.30373,2936),(7.52743,2880),(7.98269,2860),(8.67342,2726),(8.94472,2690),(9.26111,2654),(9.62483,2594),(11.2384,2592),(11.8039,2589),(11.89,2576),(12.4971,2535),(12.8063,2534),(14.4341,2483),(14.8636,2481),(15.2337,2369),(16.8526,2341),(17.7923,2291),(18.5994,2255),(18.7756,2211),(19.1335,2174),(20.1927,2130),(21.6891,2085),(21.9521,2040),(23.4107,1993),(23.6358,1988),(23.8894,1986),(23.9723,1979),(24.3092,1974),(24.8577,1967),(24.9408,1957),(25.0658,1935),(25.1907,1932),(25.2738,1904),(25.4786,1894),(90.9243,1883),(92.1928,1854),]
2,1803,[(0.0565031,5517),(0.105075,5412),(0.148043,5164),(0.19149,5018),(0.234315,5009),(0.320093,4995),(0.361273,4862),(0.404173,4756),(0.489883,4569),(0.616362,4504),(0.658976,4487),(0.702473,4442),(0.788182,4192),(0.917593,4034),(1.17367,3984),(1.42068,3920),(1.71068,3894),(1.79474,3858),(1.87855,3675),(2.20854,3582),(2.29091,3455),(2.41427,3401),(2.57962,3398),(2.82763,3360),(3.19773,3005),(4.07264,2925),(4.30661,2918),(5.32177,2890),(5.98455,2837),(6.36376,2813),(6.5323,2791),(6.74021,2780),(7.02966,2724),(7.11291,2714),(7.53004,2700),(7.65566,2563),(8.09172,2410),(8.36966,2402),(8.40831,2331),(8.71832,2318),(8.80245,2310),(9.12728,2304),(9.41277,2220),(10.7436,2141),(13.0693,2096),(13.9441,2027),(14.2864,2021),(14.7706,1974),(14.9314,1947),(15.8443,1931),(16.2334,1914),(16.2737,1909),(16.4299,1908),(17.0468,1904),(17.3446,1900),(17.4907,1898),(17.5978,1886),(17.6333,1884),(17.7052,1855),(17.8161,1841),(18.1037,1803),]
