0,2333,[(0.0478312,5334),(0.0831325,5264),(0.125806,4876),(0.196439,4826),(0.263029,4799),(0.39813,4756),(0.431764,4643),(0.536202,4330),(1.21938,4251),(1.39587,4224),(1.46658,3852),(1.75153,3795),(1.92017,3772),(1.98527,3758),(2.13203,3650),(2.16476,3558),(2.26214,3550),(2.29458,3410),(2.35932,3366),(2.40131,3265),(2.5103,3260),(2.54395,3214),(2.65523,3169),(2.68984,3052),(2.72467,3005),(2.7572,2922),(2.88235,2854),(2.97624,2812),(3.03915,2745),(3.10198,2733),(3.16346,2698),(3.19457,2673),(3.22487,2664),(3.25564,2656),(3.28664,2624),(3.31799,2612),(3.34869,2571),(3.4096,2539),(3.43995,2519),(3.47045,2504),(3.50081,2455),(3.56249,2435),(3.59328,2430),(3.62401,2405),(3.68568,2396),(3.77678,2377),(3.83992,2362),(3.87109,2336),(4.09331,2334),(5.2274,2333),]
1,1992,[(0.0483215,5414),(0.121746,5335),(0.156873,5176),(0.191423,5146),(0.262119,5056),(0.296861,4917),(0.367498,4842),(0.472413,4761),(0.507304,4730),(0.684647,4717),(0.790488,4705),(0.861279,4651),(0.896607,4584),(0.931867,4564),(0.967191,4541),(1.14553,4412),(1.39289,4244),(1.74693,4056),(1.88782,4030),(2.02949,3965),(2.53139,3943),(2.63766,3938),(2.67281,3899),(2.7077,3711),(2.77713,3604),(2.94841,3595),(3.0165,3526),(3.05967,3424),(3.20364,3371),(3.33978,3337),(3.37337,3090),(3.43986,3075),(3.473,3007),(3.53991,2980),(3.6727,2856),(3.7387,2846),(3.77366,2787),(3.82246,2751),(3.98032,2685),(4.04912,2676),(4.08195,2651),(4.11419,2633),(4.14648,2625),(4.21267,2603),(4.24529,2601),(4.27795,2545),(4.34214,2529),(4.37368,2490),(4.40558,2444),(4.44844,2417),(4.51554,2373),(4.71854,2364),(4.74846,2352),(4.77869,2312),(4.81059,2248),(4.90692,2244),(4.93749,2206),(4.96814,2162),(5.06181,2125),(5.15414,2123),(5.19001,2116),(5.32956,2114),(5.49037,2097),(5.52273,2086),(6.74467,2042),(35.6573,2014),(37.6417,1992),]
2,2116,[(0.0540597,5459),(0.0902897,5283),(0.126995,5151),(0.199987,4904),(0.237377,4845),(0.456084,4679),(0.492515,4674),(0.707525,4565),(0.956688,4367),(1.18101,4366),(1.21612,4333),(1.42682,4149),(1.64498,4139),(1.90324,4020),(1.94205,3981),(2.09024,3957),(2.12586,3956),(2.19827,3898),(2.23294,3894),(2.26746,3774),(2.33825,3711),(2.5483,3703),(2.58281,3658),(2.61825,3636),(2.65304,3585),(2.75604,3546),(2.89367,3356),(2.96281,3331),(3.30886,3326),(3.37734,3084),(3.51475,3075),(3.71815,3062),(3.78408,2940),(3.92107,2883),(4.3317,2864),(4.4643,2809),(4.49942,2775),(4.53598,2721),(4.60839,2654),(4.73755,2627),(4.80081,2616),(4.83272,2580),(4.8969,2561),(4.92875,2554),(4.96119,2531),(4.9932,2510),(5.0251,2488),(5.12123,2484),(5.15274,2473),(5.18415,2467),(5.21587,2457),(5.31021,2441),(5.34122,2412),(5.52874,2386),(5.75043,2385),(6.28081,2383),(6.80409,2355),(7.88211,2324),(10.5801,2311),(12.7939,2301),(13.5635,2280),(17.9504,2232),(45.61,2212),(46.576,2202),(47.4917,2196),(50.3978,2193),(62.4952,2180),(63.2774,2166),(64.2259,2153),(68.4426,2144),(73.3973,2116),]
0,2254,[(0.0461856,5361),(0.0813201,5354),(0.116805,5036),(0.151087,4942),(0.254461,4825),(0.288946,4742),(0.393049,4656),(0.496422,4550),(0.566736,4416),(0.634274,4343),(1.26288,4194),(1.69416,4070),(1.87929,3956),(2.16403,3949),(2.27082,3938),(2.3064,3755),(2.37953,3569),(2.65769,3554),(2.72581,3540),(2.79824,3416),(2.93431,3313),(2.96883,3293),(3.0026,3262),(3.07066,3234),(3.10405,3221),(3.1721,3158),(3.20584,3148),(3.23986,3115),(3.30762,3069),(3.34129,3011),(3.47607,3005),(3.52231,2967),(3.55553,2899),(3.65113,2879),(3.6831,2835),(3.74727,2780),(3.77954,2755),(3.84467,2746),(3.8789,2735),(3.91454,2733),(3.9492,2700),(3.98217,2676),(4.01434,2634),(4.04624,2624),(4.07863,2596),(4.11027,2551),(4.17367,2549),(4.23764,2544),(4.30077,2542),(4.33243,2516),(4.39604,2514),(4.73857,2509),(5.05134,2487),(5.11564,2482),(5.76154,2445),(6.08111,2433),(6.17707,2396),(7.04563,2332),(8.4936,2254),]
1,2189,[(0.0489154,5514),(0.0852747,5247),(0.154804,5087),(0.259569,4845),(0.371798,4791),(0.577369,4768),(0.612084,4725),(0.717241,4685),(0.783693,4638),(0.817501,4429),(1.27369,4287),(1.60765,4202),(1.71065,4149),(1.91151,3942),(2.15088,3846),(2.59084,3769),(2.6286,3634),(2.77405,3512),(2.90762,3422),(2.94133,3421),(3.00918,3398),(3.1417,3390),(3.17585,3297),(3.20984,3271),(3.34276,3252),(3.37583,3233),(3.4095,3143),(3.4427,3131),(3.47588,3091),(3.50914,3070),(3.54204,3054),(3.61053,3028),(3.68152,2977),(3.71821,2846),(3.79352,2839),(4.03418,2832),(4.06631,2762),(4.09928,2745),(4.28057,2690),(4.37786,2670),(4.40996,2620),(4.50702,2587),(4.53939,2580),(4.64058,2554),(4.71024,2511),(4.81791,2500),(4.85306,2493),(4.88802,2454),(4.95794,2407),(5.02744,2388),(5.09814,2373),(5.13857,2341),(5.20511,2340),(5.27124,2308),(5.30446,2293),(5.33702,2277),(5.37014,2240),(5.46669,2226),(5.564,2224),(5.59644,2217),(43.5778,2189),]
2,2189,[(0.0471994,5425),(0.11913,5193),(0.190842,4954),(0.333828,4921),(0.443824,4803),(0.515581,4600),(0.585938,4513),(1.11223,4487),(1.21806,4467),(1.3919,4418),(1.42727,4251),(1.74067,4248),(1.96139,4240),(2.11016,4224),(2.18521,4176),(2.22211,4102),(2.29611,4092),(2.4354,3916),(2.50248,3911),(2.71352,3905),(2.78393,3793),(3.13661,3644),(3.41832,3627),(3.45369,3609),(3.55854,3574),(3.66373,3381),(3.77308,3332),(3.95441,3279),(4.08844,3185),(4.15487,3149),(4.18834,3077),(4.22147,3064),(4.31917,3046),(4.3518,3028),(4.38476,3003),(4.41685,2991),(4.48133,2863),(4.57843,2848),(4.61116,2846),(4.64339,2767),(4.70929,2735),(4.7506,2668),(4.85411,2623),(4.95417,2548),(4.98753,2518),(5.02036,2483),(5.1201,2467),(5.1535,2449),(5.18653,2399),(5.2863,2300),(5.31926,2292),(5.51975,2277),(5.65381,2242),(5.68871,2235),(5.89398,2231),(5.96337,2196),(6.03075,2189),]
