0,1832,[(0.0091523,5381),(0.0439007,5101),(0.0730866,5042),(0.0805598,5023),(0.0875819,4793),(0.10227,4768),(0.10951,4700),(0.130785,4642),(0.137972,4557),(0.228276,4544),(0.249639,4530),(0.263112,4488),(0.276242,4428),(0.283253,4406),(0.296851,4292),(0.303658,4091),(0.331673,3980),(0.352442,3910),(0.35943,3818),(0.386873,3814),(0.393671,3795),(0.400388,3782),(0.407155,3778),(0.420885,3740),(0.427572,3692),(0.434364,3680),(0.441018,3619),(0.44793,3608),(0.454999,3464),(0.475208,3439),(0.489136,3398),(0.496015,3350),(0.509252,3296),(0.51613,3220),(0.529583,3212),(0.536235,3172),(0.556551,3154),(0.577253,3130),(0.597999,2966),(0.652631,2942),(0.679677,2918),(0.699854,2909),(0.733111,2885),(0.753287,2868),(0.773311,2867),(0.787069,2840),(0.81512,2839),(0.875997,2815),(0.915988,2753),(0.969435,2731),(0.982963,2708),(1.00307,2619),(1.0778,2613),(1.12503,2602),(1.16496,2582),(1.19805,2527),(1.37076,2514),(1.38389,2485),(1.50236,2433),(1.76871,2424),(1.83194,2384),(2.05711,2355),(2.10193,2326),(2.5793,2324),(2.76254,2296),(2.85105,2294),(2.88911,2293),(2.90173,2245),(3.45771,2229),(3.56983,2218),(3.71913,2211),(4.00499,2149),(4.10427,2119),(4.65862,2110),(4.71128,2060),(5.18052,2001),(5.23744,2000),(5.34384,1976),(5.93893,1973),(5.96435,1917),(6.25374,1916),(6.38868,1909),(30.5823,1898),(31.1422,1897),(31.2173,1890),(35.3354,1879),(35.6082,1878),(35.626,1871),(46.4161,1856),(51.2461,1855),(51.3612,1848),(52.0318,1845),(56.2888,1844),(56.5387,1837),(65.2032,1833),(66.0168,1832),]
1,1868,[(0.0091261,5579),(0.0161331,5188),(0.0527735,4977),(0.0666692,4778),(0.0995362,4666),(0.106188,4543),(0.153054,4532),(0.159454,4491),(0.166613,4420),(0.173197,4352),(0.193489,4215),(0.200221,4106),(0.21407,4068),(0.22076,3944),(0.247418,3930),(0.254121,3908),(0.261036,3896),(0.267821,3781),(0.28777,3741),(0.313862,3737),(0.320574,3599),(0.327102,3562),(0.340136,3561),(0.346194,3439),(0.35241,3395),(0.371978,3335),(0.378885,3303),(0.385724,3259),(0.392416,3213),(0.399609,3208),(0.413662,3154),(0.420664,3123),(0.427845,3066),(0.456345,3007),(0.463995,2958),(0.492826,2927),(0.49989,2886),(0.506971,2829),(0.542172,2809),(0.549413,2780),(0.563213,2763),(0.57754,2716),(0.596566,2707),(0.662474,2693),(0.826603,2691),(0.915891,2649),(0.975925,2642),(1.30611,2590),(1.62873,2556),(1.84203,2509),(1.84846,2507),(1.90486,2421),(1.96728,2412),(2.05997,2380),(2.07346,2364),(2.92035,2345),(3.39178,2339),(3.95925,2323),(3.96572,2322),(3.9976,2267),(4.19465,2250),(4.47692,2248),(4.5349,2204),(4.54882,2171),(4.61855,2164),(5.04143,2130),(5.87214,2108),(6.54786,2097),(8.16057,2093),(8.37701,2037),(11.6748,2009),(13.2888,1978),(38.862,1957),(50.7698,1955),(53.4289,1949),(54.1971,1928),(62.3547,1906),(71.161,1868),]
