0,1908,[(0.0009828,5904),(0.0024174,5884),(0.0030844,5701),(0.0044971,5461),(0.0058517,5288),(0.007896,5283),(0.0085491,5165),(0.0111312,4995),(0.0117874,4817),(0.0124112,4733),(0.0150957,4464),(0.0201796,4461),(0.0213705,4339),(0.0220271,4305),(0.0232038,4255),(0.0256534,4237),(0.0274779,4236),(0.0293843,4172),(0.0300567,4108),(0.0393233,4041),(0.0429433,3960),(0.0455828,3849),(0.0474916,3813),(0.080372,3659),(0.0845707,3630),(0.0852234,3487),(0.0884711,3393),(0.11737,3377),(0.119147,3216),(0.122222,3205),(0.198381,3116),(0.20585,3095),(0.284213,3093),(0.293212,3043),(0.307685,3023),(0.309501,2994),(0.310369,2975),(0.314805,2965),(0.403825,2934),(0.560916,2921),(0.563205,2853),(0.565565,2837),(0.573324,2795),(0.576436,2793),(0.580151,2706),(0.585585,2639),(0.5862,2609),(0.749972,2575),(1.34695,2554),(1.34815,2506),(1.4038,2472),(1.56382,2461),(1.56745,2421),(1.63899,2387),(1.89975,2373),(1.90758,2262),(1.9095,2248),(2.00435,2227),(2.00622,2209),(2.83079,2164),(3.03041,2129),(4.26656,2119),(4.7533,2104),(5.0175,2103),(5.16356,2073),(5.16538,1999),(5.93783,1980),(6.40818,1979),(11.6334,1908),]
1,1917,[(0.0009445,5854),(0.0016256,5800),(0.002284,5545),(0.0036945,5544),(0.0058988,5450),(0.0065619,5286),(0.0079626,5227),(0.0093542,4945),(0.0100065,4911),(0.0119632,4895),(0.0125812,4837),(0.0131996,4765),(0.015731,4715),(0.0170087,4702),(0.0175953,4544),(0.0188279,4537),(0.0194476,4465),(0.0201256,4357),(0.0216576,4279),(0.0235654,4219),(0.0248039,4180),(0.0266497,4164),(0.0285215,4154),(0.029152,4125),(0.0316387,4084),(0.0501524,4057),(0.0507659,3973),(0.065956,3948),(0.06663,3862),(0.0821919,3814),(0.086701,3634),(0.0898663,3533),(0.0929653,3521),(0.0942369,3502),(0.125126,3430),(0.126935,3358),(0.128181,3327),(0.129657,3319),(0.133417,3290),(0.134038,3259),(0.134709,3228),(0.13533,3217),(0.136498,3209),(0.137094,3200),(0.138288,3135),(0.148102,3128),(0.151836,3094),(0.153087,2944),(0.156269,2869),(0.20721,2868),(0.210889,2773),(0.39012,2770),(0.390792,2721),(0.391403,2659),(0.544875,2633),(0.55807,2587),(0.635052,2567),(0.639813,2561),(0.643435,2554),(0.853571,2546),(0.871101,2526),(0.874105,2507),(0.87594,2476),(0.912643,2385),(1.01551,2320),(1.18013,2301),(1.35898,2286),(1.36343,2278),(1.36409,2277),(1.3673,2273),(1.36794,2269),(1.36924,2265),(1.37075,2256),(1.47799,2250),(1.84323,2209),(2.21257,2208),(2.21321,2150),(3.98675,2073),(6.85752,2068),(16.0831,2016),(19.4997,2014),(19.5103,1993),(24.5704,1981),(26.2673,1970),(38.3133,1943),(39.2392,1921),(39.2429,1920),(42.247,1917),]
2,1873,[(0.0009585,5934),(0.002356,5758),(0.0030677,5432),(0.0044447,5250),(0.0058286,5088),(0.0086676,4974),(0.0099872,4947),(0.010651,4936),(0.0113655,4790),(0.0120444,4424),(0.0133455,4388),(0.0158977,4370),(0.0165107,4355),(0.0177197,4288),(0.018345,4267),(0.0208408,4130),(0.0236664,3968),(0.0286687,3965),(0.0298982,3935),(0.03055,3932),(0.0422339,3913),(0.0441127,3871),(0.045372,3795),(0.0459748,3763),(0.0478216,3703),(0.0490741,3689),(0.0509857,3623),(0.0522284,3549),(0.052843,3507),(0.0555499,3495),(0.0567912,3446),(0.0632714,3355),(0.0651614,3297),(0.0848342,3227),(0.0881694,3188),(0.107665,3184),(0.127928,3012),(0.152951,2951),(0.156974,2878),(0.159609,2823),(0.163002,2802),(0.237126,2753),(0.238363,2720),(0.299216,2705),(0.302488,2701),(0.303118,2641),(0.306272,2588),(1.05973,2575),(1.06102,2549),(1.06162,2538),(1.09709,2535),(1.42404,2484),(1.48238,2482),(1.48498,2405),(1.55882,2390),(1.63537,2359),(1.63779,2332),(1.88453,2270),(1.89923,2268),(1.90236,2263),(1.908,2242),(1.90929,2235),(2.07959,2232),(2.1219,2202),(2.12393,2162),(2.27842,2154),(2.41378,2132),(2.4157,2108),(2.86859,2012),(3.63225,2011),(4.8299,1979),(5.36068,1964),(5.36377,1922),(16.4466,1873),]
0,1921,[(0.0009811,5583),(0.0023724,5246),(0.0045091,5211),(0.0052322,5101),(0.0058962,5033),(0.0065689,5000),(0.0072403,4930),(0.0078952,4847),(0.0085732,4757),(0.0092641,4749),(0.010525,4593),(0.0124621,4338),(0.0130729,4247),(0.0136683,4204),(0.0142315,4197),(0.0167563,4179),(0.017334,4140),(0.018611,4131),(0.0192063,4125),(0.0198523,4090),(0.0237031,4084),(0.039371,4070),(0.0433466,4003),(0.0439868,3963),(0.0446343,3953),(0.0453235,3859),(0.0473393,3819),(0.0479844,3751),(0.048669,3738),(0.0493397,3711),(0.0499938,3684),(0.0513451,3678),(0.0539972,3666),(0.0613011,3618),(0.0626411,3616),(0.0652759,3515),(0.0705291,3446),(0.0737904,3384),(0.0776998,3353),(0.113337,3351),(0.113973,3226),(0.114641,3185),(0.116579,3153),(0.124972,3108),(0.133939,3098),(0.159055,3069),(0.161628,3068),(0.162257,3019),(0.164891,2994),(0.166797,2945),(0.170607,2943),(0.172541,2893),(0.17447,2890),(0.192955,2873),(0.194237,2864),(0.211097,2835),(0.212333,2798),(0.223558,2785),(0.225481,2695),(0.374231,2675),(0.37481,2669),(0.376512,2646),(0.393922,2639),(0.563548,2628),(0.569335,2613),(0.577029,2604),(0.580645,2595),(0.581832,2586),(0.584275,2585),(0.587398,2576),(0.661999,2563),(0.663885,2546),(0.69437,2537),(0.72321,2524),(0.725724,2512),(0.728878,2401),(0.794918,2390),(0.911091,2363),(1.10074,2263),(1.52956,2232),(1.63292,2173),(1.64238,2162),(1.64717,2063),(1.66923,2036),(2.17574,2011),(2.18476,1977),(4.34156,1975),(11.931,1962),(16.2699,1921),]
1,1957,
2,2077,[(0.0009861,5931),(0.0024351,5338),(0.0052812,5324),(0.0059617,5307),(0.0073865,5004),(0.0081003,4996),(0.0108916,4687),(0.0142443,4651),(0.0149048,4575),(0.0155871,4382),(0.0162542,4381),(0.018169,4207),(0.0188906,4160),(0.0202071,4146),(0.020857,4050),(0.0228275,3966),(0.0247482,3867),(0.0267909,3840),(0.0280482,3756),(0.031375,3662),(0.0562859,3618),(0.0641495,3601),(0.0647712,3542),(0.0692572,3447),(0.071131,3411),(0.0746688,3388),(0.0892805,3370),(0.0905991,3207),(0.131302,3187),(0.133001,3140),(0.135312,3133),(0.135864,3090),(0.160289,3063),(0.166545,3054),(0.168359,3037),(0.168998,3027),(0.171334,3008),(0.171947,2997),(0.173655,2958),(0.174245,2954),(0.175433,2927),(0.176629,2906),(0.177211,2887),(0.177796,2870),(0.198358,2798),(0.285955,2743),(0.288247,2683),(0.291107,2668),(0.295982,2609),(0.358949,2554),(0.364102,2502),(0.671124,2445),(0.771256,2424),(0.773693,2417),(0.774929,2409),(0.780365,2402),(1.66385,2368),(1.73733,2347),(2.02543,2318),(2.03603,2315),(2.03857,2287),(3.16279,2272),(9.0779,2253),(9.85956,2247),(11.4746,2242),(13.0998,2221),(17.4453,2182),(28.8672,2159),(29.4429,2143),(35.0312,2130),(46.7181,2096),(47.4293,2077),]
