0,41.6,0,42.4,0.234226,747.6
0.0244968,38.8,0.0064882,39.6,0.419061,738.7
0.052228,37.2,0.006573,38.3,0.607802,712.5
0.0801963,35.6,0.0086903,38.2,0.792325,692.5
0.107852,34.2,0.0132997,37.7,0.977557,681.7
0.134417,33.1,0.0135597,37.6,1.17001,664.7
0.161236,32.1,0.0143035,37.3,1.35419,643.3
0.187781,31.3,0.016987,36.7,1.53916,635.0
0.214308,30.3,0.01968,35.1,1.91505,612.7
0.241319,29.5,0.0263655,34.2,2.28561,595.9
0.267281,28.8,0.0288742,32.5,2.67029,573.3
0.293087,28.2,0.0294064,31.8,3.03715,569.1
0.318756,27.7,0.0313712,30.7,3.21789,563.0
0.344436,27.3,0.0360861,30.5,3.40275,556.6
0.370425,25.7,0.0423634,29.0,3.59203,539.3
0.395711,25.3,0.0448378,28.6,3.77291,528.6
0.420585,24.3,0.0449347,27.6,3.95933,518.6
0.446361,24.0,0.04955,26.9,4.32934,517.3
0.480068,23.7,0.0520232,26.6,4.51056,496.0
0.505552,23.4,0.0606232,26.4,4.68862,493.5
0.531209,23.2,0.0646788,26.1,4.86756,472.6
0.555829,23.0,0.0885149,25.9,5.41128,466.8
0.579887,22.9,0.0971209,25.7,5.58822,461.6
0.603982,22.8,0.153996,25.5,5.77341,458.3
1.05759,21.9,0.17389,25.1,5.95815,445.0
1.44723,21.7,0.188527,24.5,6.13508,440.4
1.46313,21.3,0.189547,23.1,6.49626,431.7
1.49707,19.9,0.191455,22.1,6.67897,429.3
240,19.9,0.192401,22.0,6.86476,423.9
,,0.195271,21.6,7.0447,421.7
,,0.202535,21.5,7.22634,407.9
,,0.270263,21.4,7.58775,398.5
,,0.275211,20.0,7.7674,397.0
,,0.841791,19.6,7.94789,391.7
,,1.15037,19.5,8.12996,387.6
,,1.70257,19.2,8.30805,384.2
,,1.70268,18.4,8.4889,379.3
,,1.72375,18.1,8.6705,372.8
,,1.76985,17.9,8.85205,367.3
,,1.80383,17.7,9.03366,366.7
,,1.80748,16.6,9.21416,354.5
,,1.81669,15.5,9.57819,353.4
,,1.84341,15.5,9.75995,333.4
,,2.80401,15.4,10.2911,330.9
,,2.84992,14.8,10.4625,324.9
,,2.8507,14.0,10.8128,323.3
,,240,14.0,10.9824,320.4
,,,,11.1638,314.0
,,,,11.3484,309.8
,,,,11.5284,306.8
,,,,11.7069,301.1
,,,,11.8832,299.3
,,,,12.0656,294.3
,,,,12.2481,293.2
,,,,12.4276,290.6
,,,,12.7808,287.8
,,,,12.948,281.8
,,,,13.1144,280.9
,,,,13.2792,276.8
,,,,13.4457,273.7
,,,,13.6131,272.4
,,,,13.7889,267.8
,,,,13.9628,261.5
,,,,14.1374,260.6
,,,,14.3089,258.7
,,,,14.483,256.2
,,,,14.6496,254.6
,,,,14.8144,251.7
,,,,14.9813,250.2
,,,,15.1522,246.8
,,,,15.3306,245.6
,,,,15.5075,241.1
,,,,15.6832,237.1
,,,,16.1975,235.2
,,,,16.3701,231.7
,,,,16.5365,227.1
,,,,16.8736,225.0
,,,,17.0425,224.0
,,,,17.2119,219.9
,,,,17.5487,217.7
